lon,lat,depth,dFe_obs
72.5472,-20.0023,149.8,0.0707284
72.5472,-20.0023,199.3,0.0707355
72.5472,-20.0023,400.2,0.156544
72.5472,-20.0023,596.8,0.196852
72.5472,-20.0023,795.2,0.333049
72.5472,-20.0023,992.5,0.413813
72.5472,-20.0023,1239.5,0.429007
72.5472,-20.0023,1486.2,0.469405
72.5472,-20.0023,1978.8,0.873205
72.5472,-20.0023,2469.6,1.84231
72.5472,-20.0023,2961.7,1.19119
72.5472,-20.0023,3452.0,0.757114
72.5472,-20.0023,3940.5,0.630927
72.5472,-20.0023,4305.9,0.580452
64.9995,-29.9973,10.0,0.050513
64.9995,-29.9973,24.5,0.0404098
64.9995,-29.9973,49.8,0.0303096
64.9995,-29.9973,99.1,0.0404081
64.9995,-29.9973,99.7,0.0404082
64.9995,-29.9973,150.2,0.0404056
64.9995,-29.9973,198.2,0.0606064
64.9995,-29.9973,396.7,0.131287
64.9995,-29.9973,595.5,0.17165
64.9995,-29.9973,793.6,0.312913
64.9995,-29.9973,991.8,0.363302
64.9995,-29.9973,1239.2,0.464229
64.9995,-29.9973,1484.7,0.474376
64.9995,-29.9973,1975.9,0.676335
64.9995,-29.9973,2469.3,0.969109
64.9995,-29.9973,2959.2,1.10035
64.9995,-29.9973,3448.3,1.39309
64.9995,-29.9973,3935.6,1.00947
64.9995,-29.9973,4422.6,0.716715
64.9995,-29.9973,4696.8,0.656146
57.6152,-37.7507,9.7,0.0454639
57.6152,-37.7507,25.8,0.0404119
57.6152,-37.7507,50.1,0.0505146
57.6152,-37.7507,99.6,0.0404113
57.6152,-37.7507,149.4,0.0555646
57.6152,-37.7507,198.2,0.0656659
57.6152,-37.7507,397.7,0.166662
57.6152,-37.7507,594.8,0.181775
57.6152,-37.7507,792.5,0.383628
57.6152,-37.7507,990.1,0.398682
57.6152,-37.7507,1238.0,0.560081
57.6152,-37.7507,1484.9,0.524787
57.6152,-37.7507,1976.6,0.560224
57.6152,-37.7507,2465.5,0.630945
57.6152,-37.7507,2957.2,0.600668
57.6152,-37.7507,3444.6,0.565319
57.6152,-37.7507,3933.4,0.519871
57.6152,-37.7507,4420.9,0.469393
57.6152,-37.7507,4905.6,0.434061
57.6152,-37.7507,5250.0,0.494628
40.0812,-61.9987,-999.0,0.0252036
40.0812,-61.9987,-999.0,0.0201724
40.0812,-61.9987,-999.0,0.0201761
40.0812,-61.9987,-999.0,0.0201792
40.0812,-61.9987,-999.0,0.105975
40.0812,-61.9987,-999.0,0.191774
40.0812,-61.9987,-999.0,0.171592
40.0812,-61.9987,-999.0,0.237223
40.0812,-61.9987,-999.0,0.277606
40.0812,-61.9987,-999.0,0.323033
40.0812,-61.9987,-999.0,0.323031
40.0812,-61.9987,-999.0,0.343219
40.0812,-61.9987,-999.0,0.368452
40.0812,-61.9987,-999.0,0.388637
40.0812,-61.9987,-999.0,0.474436
40.0812,-61.9987,-999.0,0.459291
40.0812,-61.9987,-999.0,0.459289
40.0812,-61.9987,-999.0,0.439099
40.0812,-61.9987,-999.0,0.459285
40.0812,-61.9987,4905.0,0.454237
40.0812,-61.9987,-999.0,0.434048
8.99454,-42.3406,3.6,0.363168
8.99454,-42.3406,24.5,0.242125
8.99454,-42.3406,48.1,0.272436
8.99454,-42.3406,48.1,0.181615
8.99454,-42.3406,75.5,0.105949
8.99454,-42.3406,98.3,0.322951
8.99454,-42.3406,199.1,0.27244
8.99454,-42.3406,250.8,0.383438
8.99454,-42.3406,300.5,0.393526
8.99454,-42.3406,401.0,0.363319
8.99454,-42.3406,501.5,0.38044
8.99454,-42.3406,752.5,0.353167
8.99454,-42.3406,1000.7,0.412247
8.99454,-42.3406,1252.8,0.454168
8.99454,-42.3406,1502.4,0.494599
8.99454,-42.3406,1751.4,0.423982
8.99454,-42.3406,2004.5,0.646098
8.99454,-42.3406,2500.7,0.636034
8.99454,-42.3406,2999.6,0.625945
8.99454,-42.3406,3505.3,0.403818
8.99454,-42.3406,4000.3,0.333135
8.99454,-42.3406,4352.8,0.282659
5.8812,-45.9995,8.3,0.242048
5.8812,-45.9995,25.9,0.272304
5.8812,-45.9995,45.2,0.181536
5.8812,-45.9995,50.3,0.201707
5.8812,-45.9995,73.4,0.282406
5.8812,-45.9995,99.9,0.474067
5.8812,-45.9995,150.9,0.232016
5.8812,-45.9995,201.3,0.252214
5.8812,-45.9995,203.1,0.320816
5.8812,-45.9995,251.4,0.242137
5.8812,-45.9995,300.1,0.363209
5.8812,-45.9995,404.2,0.403575
5.8812,-45.9995,498.7,0.540803
5.8812,-45.9995,499.4,0.433853
5.8812,-45.9995,750.9,0.40364
5.8812,-45.9995,1001.0,0.454165
5.8812,-45.9995,1253.3,0.393657
5.8812,-45.9995,1500.9,0.615775
5.8812,-45.9995,1746.5,0.777324
5.8812,-45.9995,1747.0,0.545137
5.8812,-45.9995,2000.5,0.451265
5.8812,-45.9995,2500.7,0.444194
5.8812,-45.9995,3001.0,0.312946
5.8812,-45.9995,3099.2,0.514845
4.27494,-47.6565,16.8,0.171447
4.27494,-47.6565,48.3,0.211788
4.27494,-47.6565,98.8,0.221891
4.27494,-47.6565,198.8,0.232007
4.27494,-47.6565,300.7,0.353114
4.27494,-47.6565,398.5,0.454023
4.27494,-47.6565,501.8,0.494417
4.27494,-47.6565,750.2,0.423856
4.27494,-47.6565,998.3,0.494564
4.27494,-47.6565,1252.0,0.211977
4.27494,-47.6565,1500.2,0.232183
4.27494,-47.6565,1747.6,0.635999
4.27494,-47.6565,1997.3,0.646105
4.27494,-47.6565,2498.9,0.555233
4.27494,-47.6565,3001.5,0.403797
4.27494,-47.6565,3502.4,0.393696
4.27494,-47.6565,4006.2,0.323028
4.27494,-47.6565,4201.5,0.252365
4.27494,-47.6565,4396.5,0.292743
1.4503,-50.2716,7.5,0.151282
1.4503,-50.2716,22.9,0.20171
1.4503,-50.2716,49.4,0.154308
1.4503,-50.2716,49.7,0.211795
1.4503,-50.2716,74.9,0.272308
1.4503,-50.2716,99.8,0.211795
1.4503,-50.2716,150.0,0.38331
1.4503,-50.2716,199.3,0.221455
1.4503,-50.2716,248.6,0.211896
1.4503,-50.2716,300.6,0.248237
1.4503,-50.2716,399.7,0.494523
1.4503,-50.2716,498.8,0.393624
1.4503,-50.2716,748.4,0.469372
1.4503,-50.2716,1000.9,0.403789
1.4503,-50.2716,1250.2,0.509801
1.4503,-50.2716,1500.1,0.494658
1.4503,-50.2716,1749.4,0.483049
1.4503,-50.2716,2001.9,0.474457
1.4503,-50.2716,2002.3,0.484551
1.4503,-50.2716,2500.3,0.504734
1.4503,-50.2716,2992.8,0.514824
1.4503,-50.2716,3499.6,0.777278
1.4503,-50.2716,3500.2,0.58952
0.0128,-51.946,6.8,0.2017
0.0128,-51.946,24.6,0.16136
0.0128,-51.946,32.1,0.0504249
0.0128,-51.946,50.7,0.0504249
0.0128,-51.946,76.1,0.0605099
0.0128,-51.946,99.4,0.16136
0.0128,-51.946,148.8,0.141219
0.0128,-51.946,199.9,0.181622
0.0128,-51.946,250.4,0.302752
0.0128,-51.946,298.8,0.29269
0.0128,-51.946,349.8,0.252328
0.0128,-51.946,398.1,0.514767
0.0128,-51.946,448.2,0.383564
0.0128,-51.946,498.8,0.363384
0.0128,-51.946,600.6,0.312926
0.0128,-51.946,750.0,0.312936
0.0128,-51.946,999.5,0.383605
0.0128,-51.946,1248.4,0.444174
0.0128,-51.946,1498.9,0.514832
0.0128,-51.946,1747.6,0.484545
0.0128,-51.946,1999.8,0.565297
0.0128,-51.946,2249.3,0.514822
0.0128,-51.946,2500.0,0.454253
0.0128,-51.946,2699.7,0.575387
0.0401702,-53.0072,10.0,0.151286
0.0401702,-53.0072,73.6,0.252144
0.0401702,-53.0072,100.4,0.151286
0.0401702,-53.0072,150.2,0.0504353
0.0401702,-53.0072,199.9,0.322896
0.0401702,-53.0072,299.7,0.444098
0.0401702,-53.0072,400.5,0.494603
0.0401702,-53.0072,499.3,0.413868
0.0401702,-53.0072,749.2,0.403788
0.0401702,-53.0072,999.5,0.49464
0.0401702,-53.0072,1249.5,0.747003
0.0401702,-53.0072,1500.6,1.34258
0.0401702,-53.0072,1748.5,0.858035
0.0401702,-53.0072,1997.4,1.08011
0.0401702,-53.0072,2249.0,0.807558
0.0401702,-53.0072,2350.8,1.08011
360.0,-53.9998,8.0,0.524488
360.0,-53.9998,24.7,0.141208
360.0,-53.9998,51.1,0.262244
360.0,-53.9998,75.6,0.272331
360.0,-53.9998,100.5,0.262245
360.0,-53.9998,151.6,0.776909
360.0,-53.9998,250.7,0.322985
360.0,-53.9998,300.6,0.363372
360.0,-53.9998,300.7,0.312904
360.0,-53.9998,350.1,0.474415
360.0,-53.9998,401.3,0.383577
360.0,-53.9998,449.9,0.403773
360.0,-53.9998,499.8,0.524911
360.0,-53.9998,551.6,0.444161
360.0,-53.9998,600.1,0.393691
360.0,-53.9998,648.9,0.535018
360.0,-53.9998,749.8,0.36341
360.0,-53.9998,998.9,0.686439
360.0,-53.9998,1248.6,0.393691
360.0,-53.9998,1499.2,1.21135
360.0,-53.9998,1749.4,2.23089
360.0,-53.9998,1999.9,1.56464
360.0,-53.9998,2247.6,1.6454
360.0,-53.9998,2397.5,1.93813
0.0,-55.0024,25.3,0.474063
0.0,-55.0024,50.0,0.332853
0.0,-55.0024,76.4,0.20173
0.0,-55.0024,101.3,0.322769
0.0,-55.0024,150.4,0.474243
0.0,-55.0024,200.6,0.595412
0.0,-55.0024,249.8,0.585394
0.0,-55.0024,299.3,0.68635
0.0,-55.0024,348.7,1.25163
0.0,-55.0024,398.9,1.22138
0.0,-55.0024,449.1,1.83715
0.0,-55.0024,501.7,0.605668
0.0,-55.0024,599.7,0.70662
0.0,-55.0024,749.5,0.767197
0.0,-55.0024,899.3,0.827769
0.0,-55.0024,1000.4,0.696536
0.0,-55.0024,1247.3,0.807572
0.0,-55.0024,1247.9,0.807571
0.0,-55.0024,1399.6,0.676337
0.0,-55.0024,1499.3,0.68643
0.0,-55.0024,1499.8,0.746997
0.0,-55.0024,1598.1,0.837846
0.0066,-56.0029,8.5,0.393426
0.0066,-56.0029,24.1,0.42369
0.0066,-56.0029,50.4,0.363163
0.0066,-56.0029,75.3,0.19167
0.0066,-56.0029,100.2,0.151334
0.0066,-56.0029,151.0,0.161462
0.0066,-56.0029,200.7,0.242223
0.0066,-56.0029,250.4,0.292708
0.0066,-56.0029,301.2,0.383576
0.0066,-56.0029,399.8,1.88763
0.0066,-56.0029,500.5,0.363398
0.0066,-56.0029,744.6,0.312929
0.0066,-56.0029,997.3,0.38359
0.0066,-56.0029,1251.3,0.423966
0.0066,-56.0029,1500.3,0.403775
0.0066,-56.0029,1752.7,0.46434
0.0066,-56.0029,1997.9,0.484527
0.0066,-56.0029,2246.8,0.524903
0.0066,-56.0029,2498.9,0.121131
0.0066,-56.0029,2747.0,0.565277
0.0066,-56.0029,2996.1,0.545088
0.0066,-56.0029,3247.2,0.595558
0.0066,-56.0029,3496.2,0.534992
0.0066,-56.0029,3547.7,0.534992
359.995,-58.0019,9.7,0.181591
359.995,-58.0019,47.0,0.181591
359.995,-58.0019,74.4,0.312744
359.995,-58.0019,87.2,0.292587
359.995,-58.0019,87.2,0.163446
359.995,-58.0019,108.0,0.343092
359.995,-58.0019,150.9,0.322959
359.995,-58.0019,199.2,0.534963
359.995,-58.0019,311.2,0.489572
359.995,-58.0019,400.5,0.48453
359.995,-58.0019,498.0,0.706107
359.995,-58.0019,749.3,0.666236
359.995,-58.0019,1000.8,0.421444
359.995,-58.0019,1499.5,0.817644
359.995,-58.0019,1744.3,0.554684
359.995,-58.0019,1997.3,0.86811
359.995,-58.0019,2498.4,0.697513
359.995,-58.0019,2996.3,0.504711
359.995,-58.0019,3497.0,0.630887
359.995,-58.0019,3746.6,0.696498
359.995,-58.0019,3998.3,0.777251
359.995,-58.0019,4194.2,0.70659
359.995,-58.0019,4465.6,0.606153
0.00203525,-59.0004,6.0,0.121055
0.00203525,-59.0004,24.1,0.232021
0.00203525,-59.0004,50.2,0.100879
0.00203525,-59.0004,98.9,0.343115
0.00203525,-59.0004,151.9,0.163009
0.00203525,-59.0004,200.0,0.292738
0.00203525,-59.0004,249.6,0.343213
0.00203525,-59.0004,299.9,0.343213
0.00203525,-59.0004,400.7,0.413874
0.00203525,-59.0004,501.0,0.323024
0.00203525,-59.0004,748.5,0.237219
0.00203525,-59.0004,1000.8,0.454248
0.00203525,-59.0004,1249.9,0.477463
0.00203525,-59.0004,1499.0,0.666225
0.00203525,-59.0004,1749.5,0.407809
0.00203525,-59.0004,1998.6,0.444148
0.00203525,-59.0004,2495.8,0.464335
0.00203525,-59.0004,2997.4,0.524898
0.00203525,-59.0004,3495.1,0.57133
0.00203525,-59.0004,3995.9,0.534989
0.00203525,-59.0004,4244.7,0.475938
0.00203525,-59.0004,4465.6,0.534988
0.00203525,-59.0004,4512.5,0.545082
0.00203525,-59.0004,4514.3,0.309889
359.996,-60.0055,6.9,0.211825
359.996,-60.0055,24.8,0.272347
359.996,-60.0055,51.4,0.342968
359.996,-60.0055,78.0,0.34309
359.996,-60.0055,101.8,0.322933
359.996,-60.0055,150.1,0.635919
359.996,-60.0055,199.5,0.575388
359.996,-60.0055,300.0,0.333119
359.996,-60.0055,499.2,0.333118
359.996,-60.0055,999.5,0.545098
359.996,-60.0055,1500.9,0.484528
359.996,-60.0055,1998.5,0.575374
359.996,-60.0055,2497.4,0.484524
359.996,-60.0055,2995.6,0.45424
359.996,-60.0055,3491.2,0.55518
359.996,-60.0055,3998.0,0.514802
359.996,-60.0055,4500.0,0.534988
359.996,-60.0055,4732.7,0.444141
359.996,-60.0055,4994.3,0.474423
359.996,-60.0055,5094.3,0.494611
359.996,-60.0055,5250.0,0.474423
359.996,-60.0055,5250.0,0.545081
359.996,-60.0055,5250.0,0.635928
359.993,-61.0006,25.1,0.252173
359.993,-61.0006,49.4,0.282522
359.993,-61.0006,99.5,0.262401
359.993,-61.0006,148.8,0.252359
359.993,-61.0006,200.7,0.343212
359.993,-61.0006,300.1,0.373496
359.993,-61.0006,500.6,0.413874
359.993,-61.0006,749.9,0.434061
359.993,-61.0006,999.4,0.41387
359.993,-61.0006,1498.1,0.423962
359.993,-61.0006,1997.6,0.464337
359.993,-61.0006,2496.7,0.474429
359.993,-61.0006,2996.9,0.565276
359.993,-61.0006,3494.6,0.534992
359.993,-61.0006,3995.3,0.403766
359.993,-61.0006,4494.8,0.534988
359.993,-61.0006,4994.0,0.625834
359.993,-61.0006,5192.4,0.504705
359.993,-61.0006,5250.0,0.373482
359.993,-61.0006,5250.0,0.464328
0.000773913,-62.0004,26.2,0.27237
0.000773913,-62.0004,48.6,0.232045
0.000773913,-62.0004,75.8,0.131177
0.000773913,-62.0004,101.2,0.222006
0.000773913,-62.0004,151.4,0.31291
0.000773913,-62.0004,200.1,0.222076
0.000773913,-62.0004,299.5,0.333116
0.000773913,-62.0004,399.1,0.373496
0.000773913,-62.0004,499.7,0.373496
0.000773913,-62.0004,749.3,0.403778
0.000773913,-62.0004,998.3,0.43406
0.000773913,-62.0004,1248.0,0.524907
0.000773913,-62.0004,1997.9,0.504714
0.000773913,-62.0004,2497.3,0.514806
0.000773913,-62.0004,2996.7,0.545088
0.000773913,-62.0004,3496.1,0.504709
0.000773913,-62.0004,3994.7,0.444143
0.000773913,-62.0004,4495.8,0.373482
0.000773913,-62.0004,4743.9,0.373482
0.000773913,-62.0004,4993.2,0.39367
0.000773913,-62.0004,5192.2,0.333105
0.000773913,-62.0004,5250.0,0.454234
0.000773913,-62.0004,5250.0,0.595552
0.0026,-63.0011,25.2,0.232006
0.0026,-63.0011,48.8,0.272388
0.0026,-63.0011,75.2,0.131168
0.0026,-63.0011,100.6,0.20181
0.0026,-63.0011,151.7,0.232138
0.0026,-63.0011,200.9,0.242259
0.0026,-63.0011,299.4,0.242267
0.0026,-63.0011,402.5,0.302834
0.0026,-63.0011,499.5,0.343212
0.0026,-63.0011,752.1,0.343211
0.0026,-63.0011,1000.7,0.484531
0.0026,-63.0011,1249.5,0.444152
0.0026,-63.0011,1500.7,0.484528
0.0026,-63.0011,1999.5,0.524903
0.0026,-63.0011,2498.5,0.524901
0.0026,-63.0011,3000.5,0.434051
0.0026,-63.0011,3501.1,0.413862
0.0026,-63.0011,4000.9,0.434049
0.0026,-63.0011,4501.1,0.524895
0.0026,-63.0011,4750.0,0.484518
0.0026,-63.0011,5000.3,0.363388
0.0026,-63.0011,5099.2,0.363388
0.0026,-63.0011,5250.0,0.44414
359.99,-63.9673,23.9,0.32281
359.99,-63.9673,40.8,0.181588
359.99,-63.9673,73.7,0.282552
359.99,-63.9673,100.3,0.555112
359.99,-63.9673,150.5,0.171602
359.99,-63.9673,201.8,0.5451
359.99,-63.9673,300.3,0.393689
359.99,-63.9673,400.8,0.323028
359.99,-63.9673,503.2,0.353312
359.99,-63.9673,751.4,0.312931
359.99,-63.9673,997.6,0.302836
359.99,-63.9673,1499.4,0.34321
359.99,-63.9673,1999.4,0.46434
359.99,-63.9673,2500.3,0.413866
359.99,-63.9673,3000.9,0.423958
359.99,-63.9673,3499.1,0.989233
359.99,-63.9673,3997.7,0.383579
359.99,-63.9673,4249.6,0.444144
359.99,-63.9673,4499.5,0.565273
359.99,-63.9673,4750.0,0.373483
359.99,-63.9673,4999.7,0.39367
359.99,-63.9673,5127.4,0.464328
359.99,-63.9673,5154.7,0.383576
0.000786957,-64.9992,25.0,0.161407
0.000786957,-64.9992,39.9,0.141233
0.000786957,-64.9992,70.9,0.393606
0.000786957,-64.9992,100.3,0.191792
0.000786957,-64.9992,149.4,0.201887
0.000786957,-64.9992,200.8,0.292739
0.000786957,-64.9992,299.9,0.232173
0.000786957,-64.9992,400.3,0.252365
0.000786957,-64.9992,501.1,0.292743
0.000786957,-64.9992,750.0,0.514821
0.000786957,-64.9992,999.2,0.333119
0.000786957,-64.9992,1248.6,0.312928
0.000786957,-64.9992,1500.9,0.363398
0.000786957,-64.9992,1749.8,0.353303
0.000786957,-64.9992,1999.7,0.353302
0.000786957,-64.9992,2249.3,0.423961
0.000786957,-64.9992,2499.5,0.383582
0.000786957,-64.9992,2748.9,0.534995
0.000786957,-64.9992,3000.4,0.413863
0.000786957,-64.9992,3300.3,0.524899
0.000786957,-64.9992,3599.5,0.393674
0.000786957,-64.9992,3650.4,0.454239
0.000786957,-64.9992,3672.6,0.726782
359.998,-66.5002,9.8,0.292521
359.998,-66.5002,28.0,0.16142
359.998,-66.5002,44.2,0.171548
359.998,-66.5002,49.5,0.161459
359.998,-66.5002,76.6,0.191749
359.998,-66.5002,100.5,0.181688
359.998,-66.5002,150.3,0.242264
359.998,-66.5002,202.8,0.282646
359.998,-66.5002,250.5,0.282648
359.998,-66.5002,299.0,0.272555
359.998,-66.5002,750.0,0.434066
359.998,-66.5002,1250.1,0.423967
359.998,-66.5002,1500.8,0.373493
359.998,-66.5002,1749.2,0.39368
359.998,-66.5002,1997.9,0.353302
359.998,-66.5002,2500.2,0.333111
359.998,-66.5002,3000.2,0.393676
359.998,-66.5002,4000.3,0.403767
359.998,-66.5002,4203.8,0.373484
359.998,-66.5002,4380.8,0.403767
0.0019,-67.0007,8.8,0.131138
0.0019,-67.0007,22.6,0.161401
0.0019,-67.0007,44.0,0.0479187
0.0019,-67.0007,44.8,0.0807021
0.0019,-67.0007,74.1,0.0908453
0.0019,-67.0007,100.9,0.109522
0.0019,-67.0007,170.7,0.161512
0.0019,-67.0007,209.7,0.191797
0.0019,-67.0007,249.7,0.252365
0.0019,-67.0007,300.3,0.212996
0.0019,-67.0007,400.6,0.312934
0.0019,-67.0007,747.7,0.202395
0.0019,-67.0007,1000.8,0.237221
0.0019,-67.0007,1251.1,0.232173
0.0019,-67.0007,1501.0,0.262455
0.0019,-67.0007,1999.5,0.534999
0.0019,-67.0007,2501.2,0.421941
0.0019,-67.0007,2999.5,0.413864
0.0019,-67.0007,4001.8,0.323014
0.0019,-67.0007,4499.3,0.479978
0.0019,-67.0007,4600.6,0.36339
360.0,-68.0001,8.5,0.0907926
360.0,-68.0001,25.3,0.0706165
360.0,-68.0001,38.1,0.141234
360.0,-68.0001,49.6,0.121096
360.0,-68.0001,74.1,0.15138
360.0,-68.0001,100.2,0.11102
360.0,-68.0001,144.9,0.232165
360.0,-68.0001,199.3,0.222076
360.0,-68.0001,250.0,0.211982
360.0,-68.0001,297.5,0.222078
360.0,-68.0001,399.1,0.282647
360.0,-68.0001,498.9,0.333119
360.0,-68.0001,749.1,0.454254
360.0,-68.0001,999.5,0.393686
360.0,-68.0001,1252.2,0.353306
360.0,-68.0001,1501.6,0.484532
360.0,-68.0001,1745.9,0.333114
360.0,-68.0001,1999.1,0.393679
360.0,-68.0001,2498.5,0.383582
360.0,-68.0001,2999.1,0.423958
360.0,-68.0001,4001.9,0.534992
360.0,-68.0001,4201.3,0.484521
360.0,-68.0001,4428.5,0.787346
0.000713043,-69.0035,6.4,0.131139
0.000713043,-69.0035,24.9,0.141227
0.000713043,-69.0035,25.0,0.141227
0.000713043,-69.0035,50.4,0.131153
0.000713043,-69.0035,75.2,0.0504593
0.000713043,-69.0035,100.2,0.171569
0.000713043,-69.0035,148.7,0.222062
0.000713043,-69.0035,199.4,0.262449
0.000713043,-69.0035,249.7,0.272546
0.000713043,-69.0035,299.9,0.333114
0.000713043,-69.0035,399.7,0.312928
0.000713043,-69.0035,499.2,0.333118
0.000713043,-69.0035,749.6,0.363401
0.000713043,-69.0035,1000.5,0.43406
0.000713043,-69.0035,1250.7,0.514813
0.000713043,-69.0035,1500.1,0.403774
0.000713043,-69.0035,1748.8,0.454244
0.000713043,-69.0035,2000.0,0.413866
0.000713043,-69.0035,2250.5,0.444147
0.000713043,-69.0035,2499.8,0.464335
0.000713043,-69.0035,2752.4,0.413863
0.000713043,-69.0035,2996.2,0.45424
0.000713043,-69.0035,3200.1,0.484522
0.000713043,-69.0035,3301.2,0.45424
359.967,-69.397,10.0,0.221913
359.967,-69.397,23.8,0.464007
359.967,-69.397,56.2,0.262304
359.967,-69.397,75.0,0.282482
359.967,-69.397,98.6,0.191692
359.967,-69.397,136.7,0.0817405
359.967,-69.397,150.3,0.444033
359.967,-69.397,179.7,0.28257
359.967,-69.397,199.7,0.302758
359.967,-69.397,299.8,0.645958
359.967,-69.397,450.8,0.17261
359.967,-69.397,501.9,0.979137
359.967,-69.397,700.5,0.686402
359.967,-69.397,800.2,0.524899
359.967,-69.397,998.9,0.605659
359.967,-69.397,1250.0,0.545095
359.967,-69.397,1500.1,0.514812
359.967,-69.397,1600.6,0.535
359.967,-69.397,1699.3,0.484528
359.967,-69.397,1748.8,0.444151
359.967,-69.397,1799.6,0.484528
359.967,-69.397,1850.0,0.434056
359.967,-69.397,1909.8,0.494622
342.054,-68.8007,9.5,0.0605158
342.054,-68.8007,24.8,0.0605158
342.054,-68.8007,24.8,0.131118
342.054,-68.8007,50.2,0.100918
342.054,-68.8007,73.4,0.0807358
342.054,-68.8007,99.9,0.100922
342.054,-68.8007,149.4,0.242234
342.054,-68.8007,199.7,0.131223
342.054,-68.8007,250.1,0.131227
342.054,-68.8007,301.9,0.141324
342.054,-68.8007,401.9,0.161513
342.054,-68.8007,502.0,0.201891
342.054,-68.8007,751.5,0.252363
342.054,-68.8007,1004.7,0.343212
342.054,-68.8007,1250.0,0.282644
342.054,-68.8007,1498.9,0.282642
342.054,-68.8007,1750.8,2.19047
342.054,-68.8007,1994.3,0.403772
342.054,-68.8007,2497.9,0.383582
342.054,-68.8007,2998.6,0.312921
342.054,-68.8007,3999.3,0.454238
342.054,-68.8007,4348.8,0.383579
342.054,-68.8007,4699.7,0.272541
336.372,-67.3443,9.3,0.0504456
336.372,-67.3443,49.6,0.100905
336.372,-67.3443,74.0,0.030277
336.372,-67.3443,99.8,0.0706472
336.372,-67.3443,149.0,0.050466
336.372,-67.3443,199.5,0.151411
336.372,-67.3443,249.6,0.151416
336.372,-67.3443,300.3,0.232172
336.372,-67.3443,400.1,0.141323
336.372,-67.3443,499.9,0.242268
336.372,-67.3443,750.0,0.302834
336.372,-67.3443,1000.1,0.211983
336.372,-67.3443,1250.8,0.211982
336.372,-67.3443,1500.5,0.242264
336.372,-67.3443,1749.1,0.151415
336.372,-67.3443,2001.4,0.28264
336.372,-67.3443,2501.1,0.312922
336.372,-67.3443,3000.0,0.353298
336.372,-67.3443,3998.3,0.565274
336.372,-67.3443,4503.4,0.363389
336.372,-67.3443,4799.2,0.454234
332.747,-66.6013,9.2,0.171514
332.747,-66.6013,24.3,0.100891
332.747,-66.6013,50.3,0.0529678
332.747,-66.6013,100.9,0.0948691
332.747,-66.6013,101.8,0.0807397
332.747,-66.6013,150.6,0.242226
332.747,-66.6013,200.7,0.191782
332.747,-66.6013,300.9,0.25236
332.747,-66.6013,400.3,0.363402
332.747,-66.6013,401.9,0.193814
332.747,-66.6013,501.4,0.383591
332.747,-66.6013,752.5,0.223088
332.747,-66.6013,1000.2,0.237724
332.747,-66.6013,1251.2,0.272548
332.747,-66.6013,1498.1,0.252359
332.747,-66.6013,1750.2,0.242263
332.747,-66.6013,2000.6,0.341691
332.747,-66.6013,2500.0,0.353299
332.747,-66.6013,2997.3,0.383581
332.747,-66.6013,2997.5,0.994281
332.747,-66.6013,3998.9,0.496633
332.747,-66.6013,4798.7,0.44414
332.747,-66.6013,4800.4,0.555175
323.612,-65.6212,25.3,0.0605363
323.612,-65.6212,49.3,0.0403577
323.612,-65.6212,73.7,0.0403688
323.612,-65.6212,99.3,0.0403709
323.612,-65.6212,148.6,0.141308
323.612,-65.6212,200.1,0.100943
323.612,-65.6212,300.3,0.0403772
323.612,-65.6212,401.4,0.0605666
323.612,-65.6212,499.8,0.111039
323.612,-65.6212,749.4,0.252361
323.612,-65.6212,1000.2,0.161511
323.612,-65.6212,1249.3,0.151415
323.612,-65.6212,1499.8,0.151415
323.612,-65.6212,1748.9,0.181697
323.612,-65.6212,1999.8,0.161509
323.612,-65.6212,2499.6,0.312922
323.612,-65.6212,2997.5,0.323015
323.612,-65.6212,3498.6,0.292732
323.612,-65.6212,3999.6,0.282637
323.612,-65.6212,4499.5,0.272541
323.612,-65.6212,4702.3,0.302822
317.123,-64.7945,24.6,0.030261
317.123,-64.7945,30.4,0.020174
317.123,-64.7945,50.1,0.100924
317.123,-64.7945,74.7,0.0403705
317.123,-64.7945,100.1,0.0605563
317.123,-64.7945,150.8,1.3121
317.123,-64.7945,199.3,0.141318
317.123,-64.7945,250.2,0.111037
317.123,-64.7945,300.6,0.14132
317.123,-64.7945,400.8,0.121132
317.123,-64.7945,501.7,0.201889
317.123,-64.7945,756.4,0.161511
317.123,-64.7945,1003.6,0.121133
317.123,-64.7945,1252.5,0.151415
317.123,-64.7945,1501.0,0.131226
317.123,-64.7945,1750.5,0.201886
317.123,-64.7945,2001.1,0.201885
317.123,-64.7945,2500.8,0.292733
317.123,-64.7945,2995.2,0.38358
317.123,-64.7945,3494.9,0.272543
317.123,-64.7945,3996.1,0.615744
311.732,-64.0431,8.0,0.161364
311.732,-64.0431,24.6,0.131108
311.732,-64.0431,29.5,0.0761645
311.732,-64.0431,49.3,0.07064
311.732,-64.0431,99.2,0.080744
311.732,-64.0431,99.3,0.0585393
311.732,-64.0431,149.6,0.191783
311.732,-64.0431,199.5,0.181694
311.732,-64.0431,249.4,0.16151
311.732,-64.0431,349.7,0.191793
311.732,-64.0431,350.5,0.149396
311.732,-64.0431,499.9,0.232171
311.732,-64.0431,750.0,0.23924
311.732,-64.0431,999.9,0.333117
311.732,-64.0431,1500.6,0.32302
311.732,-64.0431,1749.1,0.333113
311.732,-64.0431,2000.1,0.272546
311.732,-64.0431,2499.6,0.33311
311.732,-64.0431,2999.1,0.444146
