lon,lat,depth,dFe_obs
352.0,46.0,1671.61,0.99
353.0,46.43,1815.0,1.19
352.0,46.0,1868.27,1.12
353.0,46.43,2019.0,1.06
352.0,46.0,2359.92,0.86
353.0,46.43,2527.0,0.93
352.0,46.0,2949.9,0.75
353.0,46.43,3035.0,0.71
352.0,46.0,3343.22,0.74
353.0,46.43,3543.0,0.82
352.0,46.0,3834.87,0.74
352.0,46.0,4228.19,0.72
353.0,46.43,4458.0,0.76
199.99,14.41,0.0,0.31
204.41,20.0,0.0,0.53
204.41,20.0,0.0,0.52
199.99,14.41,0.0,0.52
252.0,18.0,15.0,0.39
255.65,19.02,15.0,1.16
236.0,36.3,25.0,1.22
235.88,37.0,25.0,0.51
236.0,36.3,25.0,0.8
199.99,14.41,30.0,1.36
252.0,18.0,30.0,0.02
252.0,18.0,30.0,0.08
204.41,20.0,30.0,0.67
204.41,20.0,30.0,0.57
252.0,18.0,30.0,0.2
199.99,14.41,30.0,1.02
255.65,19.02,30.0,1.16
252.0,18.0,45.0,0.01
255.65,19.02,50.0,0.68
235.88,37.0,50.0,0.39
252.0,18.0,60.0,0.33
252.0,18.0,60.0,0.58
252.0,18.0,60.0,0.34
255.65,19.02,75.0,1.18
236.0,36.3,75.0,0.2
235.88,37.0,75.0,1.12
236.0,36.3,75.0,0.14
252.0,18.0,75.0,0.3
204.41,20.0,100.0,0.38
204.41,20.0,100.0,0.39
199.99,14.41,100.0,1.23
235.88,37.0,100.0,0.4
255.65,19.02,100.0,2.85
252.0,18.0,125.0,3.35
252.0,18.0,125.0,0.53
255.65,19.02,150.0,5.85
236.0,36.3,150.0,1.53
236.0,36.3,150.0,1.85
252.0,18.0,150.0,1.36
204.41,20.0,200.0,0.12
252.0,18.0,200.0,2.79
204.41,20.0,200.0,0.2
252.0,18.0,200.0,1.32
252.0,18.0,250.0,2.73
236.0,36.3,250.0,1.93
255.65,19.02,250.0,4.57
236.0,36.3,250.0,1.53
252.0,18.0,250.0,1.53
235.88,37.0,250.0,1.28
252.0,18.0,300.0,2.42
199.99,14.41,300.0,0.94
199.99,14.41,300.0,0.81
204.41,20.0,300.0,0.56
252.0,18.0,300.0,2.5
199.99,14.41,300.0,0.91
199.99,14.41,300.0,0.75
204.41,20.0,300.0,0.63
252.0,18.0,400.0,1.78
252.0,18.0,400.0,2.2
252.0,18.0,500.0,1.97
236.0,36.3,500.0,3.17
236.0,36.3,500.0,2.55
252.0,18.0,500.0,1.02
204.41,20.0,500.0,0.4
199.99,14.41,500.0,1.28
204.41,20.0,500.0,0.38
235.88,37.0,500.0,1.72
252.0,18.0,600.0,1.23
252.0,18.0,600.0,0.86
252.0,18.0,750.0,1.28
204.41,20.0,750.0,0.56
235.88,37.0,750.0,1.9
252.0,18.0,750.0,0.93
204.41,20.0,750.0,0.65
235.88,37.0,1000.0,1.85
199.99,14.41,1000.0,1.08
236.0,36.3,1000.0,1.81
199.99,14.41,1000.0,1.09
252.0,18.0,1000.0,0.86
204.41,20.0,1000.0,0.48
204.41,20.0,1000.0,0.7
236.0,36.3,1000.0,1.83
252.0,18.0,1000.0,1.32
252.0,18.0,1250.0,1.28
235.88,37.0,1300.0,2.18
204.41,20.0,1500.0,1.0
199.99,14.41,1500.0,0.84
236.0,36.3,1500.0,1.44
236.0,36.3,1500.0,1.29
235.88,37.0,1500.0,2.03
204.41,20.0,1500.0,0.88
199.99,14.41,1500.0,0.77
252.0,18.0,1750.0,1.04
235.88,37.0,1750.0,2.0
252.0,18.0,2000.0,1.65
199.99,14.41,2000.0,0.77
236.0,36.3,2000.0,1.88
235.88,37.0,2000.0,1.65
236.0,36.3,2000.0,1.44
204.41,20.0,2100.0,1.03
204.41,20.0,2100.0,0.9
252.0,18.0,2250.0,1.36
236.0,36.3,2300.0,1.39
236.0,36.3,2300.0,1.25
235.88,37.0,2450.0,1.68
199.99,14.41,2500.0,0.51
252.0,18.0,2500.0,2.69
252.0,18.0,2500.0,3.36
252.0,18.0,2750.0,1.06
204.41,20.0,2800.0,0.99
204.41,20.0,2800.0,1.15
252.0,18.0,3000.0,0.81
235.88,37.0,3000.0,1.82
252.0,18.0,3250.0,0.95
235.88,37.0,3500.0,1.15
204.41,20.0,3500.0,0.88
199.99,14.41,3500.0,0.6
204.41,20.0,3500.0,1.04
252.0,18.0,3500.0,0.74
235.88,37.0,3900.0,0.74
199.99,14.41,4000.0,0.6
199.99,14.41,4500.0,0.56
204.41,20.0,4500.0,0.79
199.99,14.41,4500.0,0.45
199.99,14.41,4900.0,0.57
199.99,14.41,4900.0,0.56
354.0,-48.0,37.0,0.52
354.0,-57.1,38.0,0.55
353.9,-56.0,38.0,1.48
354.0,-49.0,39.0,2.03
354.0,-54.0,39.0,0.37
354.0,-50.0,39.0,1.31
354.0,-48.7,39.0,2.31
354.0,-55.0,40.0,0.04
354.0,-53.0,40.0,0.3
354.0,-55.0,40.0,0.42
354.0,-48.0,40.0,2.65
354.0,-56.0,40.0,0.24
336.7,-57.0,40.0,1.25
354.0,-50.0,40.0,3.07
344.6,-56.2,40.0,0.59
354.0,-57.5,40.0,0.79
354.0,-52.0,40.0,1.15
354.0,-49.0,40.0,0.17
354.0,-48.0,40.0,0.26
354.0,-51.0,40.0,0.17
354.0,-57.1,57.0,0.25
354.0,-49.0,58.0,1.43
354.0,-54.0,59.0,1.9
354.0,-54.0,59.0,0.38
354.0,-55.0,60.0,0.22
354.0,-48.0,60.0,2.51
354.0,-53.0,60.0,0.61
354.0,-55.0,60.0,0.37
336.7,-57.0,60.0,0.52
354.0,-57.5,60.0,0.39
354.0,-56.0,60.0,0.4
354.0,-48.0,60.0,0.31
354.0,-49.0,60.0,1.42
354.0,-50.0,60.0,1.13
344.6,-56.2,60.0,0.65
354.0,-51.0,60.0,0.69
354.0,-48.0,74.0,0.69
354.0,-47.0,85.0,0.54
354.0,-57.1,95.0,0.22
354.0,-49.0,97.0,0.26
354.0,-48.7,97.0,3.23
354.0,-54.0,98.0,1.23
354.0,-50.0,98.0,0.35
354.0,-54.0,99.0,0.22
354.0,-55.0,100.0,0.39
354.0,-48.0,100.0,1.13
354.0,-50.0,100.0,1.68
336.7,-57.0,100.0,0.57
354.0,-52.0,100.0,0.39
354.0,-51.0,100.0,0.83
344.6,-56.2,100.0,0.42
354.0,-53.0,100.0,0.16
354.3,-46.9,100.0,2.28
354.0,-48.0,100.0,3.77
354.0,-53.0,123.0,0.77
354.0,-47.0,128.0,1.2
344.6,-56.2,140.0,0.5
354.0,-57.1,142.0,0.63
354.0,-48.7,145.0,0.2
354.0,-50.0,147.0,1.9
354.0,-54.0,148.0,1.22
354.0,-48.0,150.0,0.44
354.0,-55.0,150.0,0.42
354.0,-51.0,150.0,0.18
354.0,-49.0,150.0,2.29
354.0,-58.0,150.0,0.43
354.0,-53.0,150.0,0.32
354.0,-50.0,150.0,1.43
354.0,-57.5,150.0,0.5
336.7,-57.0,150.0,0.42
354.0,-52.0,150.0,0.81
354.0,-56.0,150.0,0.7
354.0,-47.0,170.0,0.94
354.0,-48.0,185.0,3.01
353.9,-56.0,189.0,1.43
354.0,-57.1,190.0,0.34
354.0,-49.0,194.0,0.89
354.0,-48.7,194.0,0.32
354.0,-54.0,197.0,0.98
354.0,-55.0,200.0,1.49
354.0,-48.0,200.0,0.38
354.0,-55.0,200.0,1.17
354.0,-52.0,200.0,0.34
354.0,-48.0,200.0,1.29
344.6,-56.2,200.0,0.93
354.3,-46.9,200.0,1.76
354.0,-50.0,200.0,0.66
354.0,-56.0,200.0,1.23
336.7,-57.0,200.0,0.48
354.0,-51.0,200.0,0.47
354.0,-53.0,200.0,0.57
354.0,-48.0,277.0,1.66
354.0,-57.1,285.0,0.34
354.0,-49.0,291.0,1.24
354.0,-50.0,294.0,0.96
344.6,-56.2,300.0,1.33
336.7,-57.0,300.0,0.77
354.0,-55.0,300.0,1.0
354.0,-52.0,300.0,0.38
354.0,-57.5,300.0,1.42
354.0,-48.0,300.0,1.94
354.0,-49.0,300.0,1.96
354.0,-51.0,300.0,1.25
354.0,-55.0,300.0,0.9
354.0,-48.0,300.0,0.8
354.0,-48.7,387.0,0.42
354.0,-50.0,392.0,0.95
155.0,-5.0,0.0,0.52
155.0,0.0,0.0,0.19
155.0,5.0,0.0,0.77
144.0,-3.64,25.0,2.69
144.53,-3.75,25.0,1.42
145.1,-4.3,25.0,1.37
143.0,-3.32,38.0,2.28
143.0,-3.32,38.0,2.23
145.1,-4.3,50.0,1.75
155.0,5.0,50.0,0.25
144.0,-3.64,50.0,1.83
155.0,-5.0,50.0,0.12
144.53,-3.75,50.0,1.2
155.0,0.0,50.0,0.78
143.0,-3.32,50.0,1.51
143.0,-3.32,50.0,1.55
145.1,-4.3,100.0,1.87
144.0,-3.64,100.0,1.87
155.0,0.0,100.0,0.62
144.53,-3.75,100.0,1.32
143.0,-3.32,100.0,1.38
143.0,-3.32,100.0,1.41
155.0,5.0,100.0,0.61
155.0,-5.0,100.0,1.15
144.0,-3.64,140.0,1.85
145.1,-4.3,150.0,2.29
155.0,-5.0,150.0,1.16
144.53,-3.75,150.0,1.9
143.0,-3.32,150.0,1.46
143.0,-3.32,150.0,1.43
155.0,5.0,150.0,1.02
155.0,0.0,150.0,1.06
155.0,0.0,200.0,2.78
155.0,5.0,200.0,1.61
155.0,-5.0,200.0,3.21
155.0,0.0,250.0,4.24
155.0,-5.0,250.0,2.81
155.0,5.0,250.0,1.05
155.0,-5.0,500.0,3.36
155.0,5.0,500.0,1.15
155.0,0.0,500.0,3.18
155.0,5.0,1000.0,1.55
155.0,-5.0,1000.0,3.82
155.0,0.0,1000.0,2.32
155.0,0.0,1500.0,2.78
155.0,5.0,1500.0,1.19
155.0,0.0,1500.0,2.8
155.0,5.0,2000.0,1.13
212.5,55.5,8.0,0.07
219.23,39.6,20.0,0.18
215.0,50.0,20.0,0.05
212.5,55.5,20.0,0.1
217.13,45.0,20.0,0.08
219.23,39.6,50.0,0.06
212.5,55.5,50.0,0.08
215.0,50.0,50.0,0.06
217.13,45.0,50.0,0.06
217.13,45.0,100.0,0.16
212.5,55.5,100.0,0.43
219.23,39.6,100.0,0.06
215.0,50.0,100.0,0.1
212.5,55.5,150.0,0.63
215.0,50.0,150.0,0.22
217.13,45.0,150.0,0.14
212.5,55.5,200.0,0.71
219.23,39.6,200.0,0.2
215.0,50.0,200.0,0.34
217.13,45.0,250.0,0.3
212.5,55.5,250.0,0.78
215.0,50.0,250.0,0.38
212.5,55.5,290.0,0.92
215.0,50.0,290.0,0.48
219.23,39.6,300.0,0.28
212.5,55.5,390.0,1.12
215.0,50.0,390.0,0.53
217.13,45.0,400.0,0.49
219.23,39.6,400.0,0.41
215.0,50.0,485.0,0.63
212.5,55.5,490.0,1.11
219.23,39.6,500.0,0.47
212.5,55.5,580.0,1.1
215.0,50.0,580.0,0.65
217.13,45.0,580.0,0.58
219.23,39.6,600.0,0.7
215.0,50.0,685.0,0.66
212.5,55.5,700.0,1.09
219.23,39.6,780.0,0.74
215.0,50.0,780.0,0.66
217.13,45.0,800.0,0.59
212.5,55.5,800.0,1.25
215.0,50.0,875.0,0.72
212.5,55.5,900.0,1.11
219.23,39.6,900.0,0.73
215.0,50.0,975.0,0.71
217.13,45.0,990.0,0.66
212.5,55.5,1000.0,1.27
219.23,39.6,1000.0,0.78
215.0,50.0,1230.0,0.7
219.23,39.6,1240.0,0.68
217.13,45.0,1240.0,0.68
212.5,55.5,1250.0,1.06
215.0,50.0,1480.0,0.68
217.13,45.0,1500.0,0.63
219.23,39.6,1500.0,0.68
212.5,55.5,1500.0,1.15
215.0,50.0,1720.0,0.7
215.0,50.0,2180.0,0.68
215.0,50.0,2960.0,0.66
215.0,50.0,3470.0,0.63
215.0,50.0,3910.0,0.66
220.84,33.29,0.5,0.1
237.44,35.81,0.5,0.05
231.76,35.11,0.5,0.09
231.76,35.11,50.0,0.06
237.44,35.81,50.0,0.06
220.84,33.29,50.0,0.06
237.44,35.81,60.0,0.08
237.44,35.81,80.0,0.16
231.76,35.11,100.0,0.03
237.44,35.81,100.0,0.19
220.84,33.29,100.0,0.06
237.44,35.81,120.0,0.14
237.44,35.81,140.0,0.72
220.84,33.29,195.0,0.11
237.44,35.81,195.0,0.96
231.76,35.11,200.0,0.26
220.84,33.29,290.0,0.14
237.44,35.81,295.0,0.82
231.76,35.11,300.0,0.55
237.44,35.81,385.0,1.33
220.84,33.29,390.0,0.25
231.76,35.11,400.0,0.81
237.44,35.81,485.0,1.21
220.84,33.29,490.0,0.33
231.76,35.11,490.0,0.97
237.44,35.81,580.0,1.2
220.84,33.29,585.0,0.6
231.76,35.11,590.0,1.29
237.44,35.81,590.0,1.2
237.44,35.81,665.0,1.23
220.84,33.29,685.0,0.62
231.76,35.11,685.0,1.31
237.44,35.81,760.0,1.37
231.76,35.11,785.0,1.14
220.84,33.29,790.0,0.72
231.76,35.11,880.0,1.08
237.44,35.81,885.0,1.34
220.84,33.29,890.0,0.82
231.76,35.11,980.0,1.22
237.44,35.81,985.0,1.13
220.84,33.29,990.0,0.88
231.76,35.11,1080.0,1.36
220.84,33.29,1085.0,0.78
237.44,35.81,1090.0,1.09
231.76,35.11,1255.0,1.05
220.84,33.29,1280.0,0.82
231.76,35.11,1450.0,0.82
220.84,33.29,1475.0,0.91
237.44,35.81,1485.0,1.22
231.76,35.11,1720.0,0.94
220.84,33.29,1725.0,0.78
231.76,35.11,1970.0,0.89
220.84,33.29,1975.0,0.74
237.44,35.81,1980.0,0.94
296.6,-60.8,30.0,0.16
296.6,-60.8,110.0,0.1
296.6,-60.8,300.0,0.27
296.6,-60.8,550.0,0.41
296.6,-60.8,1420.0,0.78
212.05,58.68,20.0,0.08
212.05,58.68,50.0,0.12
212.05,58.68,80.0,0.12
212.5,55.5,140.0,0.63
212.05,58.68,150.0,2.56
212.05,58.68,220.0,1.8
212.05,58.68,290.0,2.19
212.05,58.68,380.0,1.7
212.05,58.68,470.0,1.87
296.57,-60.77,30.0,0.16
294.7,-56.63,50.0,0.16
296.57,-60.77,110.0,0.1
296.57,-60.77,300.0,0.27
296.57,-60.77,550.0,0.41
296.57,-60.77,1420.0,0.78
339.25,59.5,20.0,0.08
340.0,47.0,20.0,0.08
340.0,47.0,40.0,0.19
339.25,59.5,40.0,0.06
339.25,59.5,75.0,0.12
340.0,47.0,75.0,0.24
340.0,47.0,100.0,0.17
339.25,59.5,100.0,0.12
340.0,47.0,150.0,0.27
339.25,59.5,155.0,0.17
339.25,59.5,200.0,0.24
340.0,47.0,300.0,0.26
339.25,59.5,300.0,0.17
340.0,47.0,400.0,0.3
340.0,47.0,500.0,0.29
340.0,47.0,600.0,0.35
339.25,59.5,600.0,0.37
339.25,59.5,700.0,0.41
340.0,47.0,800.0,0.57
340.0,47.0,900.0,0.54
339.25,59.5,900.0,0.54
340.0,47.0,950.0,0.56
339.25,59.5,1250.0,0.53
339.25,59.5,2000.0,0.59
340.0,47.0,2000.0,0.54
339.25,59.5,2400.0,0.78
340.0,47.0,2500.0,0.6
340.0,47.0,2900.0,0.66
58.0,18.08,0.0,0.92
57.3,18.45,0.0,1.34
58.83,17.69,1.0,1.0
59.0,19.0,1.0,1.1
58.59,18.88,1.6,0.71
57.3,18.45,2.0,0.9
58.8,17.68,2.0,0.78
67.17,19.17,2.3,1.07
65.88,19.88,2.3,0.81
68.75,15.38,2.3,0.63
63.5,15.25,2.3,1.19
64.97,10.09,2.4,0.79
67.56,18.26,2.4,0.68
60.5,16.8,2.4,0.73
59.82,17.18,2.4,1.48
59.14,18.36,2.4,0.54
62.4,21.83,2.4,1.32
62.0,16.03,2.6,1.0
56.5,16.42,2.7,0.95
64.98,14.47,2.7,0.97
58.67,17.79,2.7,0.59
63.55,21.18,2.8,1.34
64.98,10.09,2.8,0.99
64.25,14.83,2.9,1.5
59.9,23.8,2.9,1.72
57.26,18.5,3.0,1.12
68.35,16.35,3.0,0.5
57.3,18.45,3.0,1.5
58.0,18.08,3.0,0.96
57.3,18.5,3.0,0.84
59.77,17.2,3.0,0.76
58.58,18.88,3.0,1.5
61.62,22.53,3.0,1.13
67.17,19.17,3.0,0.6
68.35,16.34,3.0,1.17
59.77,17.2,3.0,0.77
67.57,18.28,3.0,0.5
64.67,20.57,3.1,1.23
65.71,13.0,3.1,0.79
65.0,10.8,3.1,1.06
59.07,20.39,3.1,0.77
67.93,17.3,3.1,0.89
59.0,19.0,3.1,0.71
58.0,18.08,3.1,0.85
65.89,19.88,3.3,1.8
58.84,17.68,3.4,0.59
59.88,22.38,3.4,2.63
65.0,14.45,3.5,1.2
61.25,16.43,3.6,0.8
61.5,15.53,3.6,1.1
67.16,19.2,3.6,1.04
60.5,16.8,3.7,1.1
61.17,22.47,3.7,0.91
67.93,17.29,3.7,1.2
64.89,9.97,3.8,0.6
59.88,22.39,3.8,2.16
58.01,18.16,3.9,2.7
66.88,14.92,3.9,0.5
64.66,20.55,4.0,1.7
65.0,14.45,4.0,1.1
59.0,19.0,4.0,1.5
61.74,15.77,4.0,1.1
61.25,16.43,4.0,0.61
67.16,19.17,4.1,3.6
57.3,18.5,4.2,1.3
63.5,15.25,4.5,1.0
67.16,19.17,5.0,2.1
57.3,18.45,5.0,1.26
59.0,19.0,6.0,1.1
57.3,18.5,6.1,0.69
58.8,17.68,7.0,0.94
58.0,18.08,7.0,0.95
63.5,15.25,7.4,0.84
65.0,14.45,7.6,1.15
57.26,18.5,7.9,1.13
57.3,18.45,8.0,0.9
57.3,18.45,8.0,1.48
65.0,12.07,8.1,1.04
64.9,10.0,8.6,1.01
62.77,15.63,8.7,1.09
63.55,21.18,9.6,0.82
59.77,17.18,9.7,0.72
58.14,18.26,9.8,1.8
61.17,22.47,10.4,0.86
62.77,15.63,10.7,0.9
58.59,18.88,11.0,0.59
65.0,14.45,11.0,1.16
62.4,21.83,11.1,1.38
57.3,18.5,11.1,0.71
59.0,19.0,11.1,0.83
59.88,22.39,11.2,1.63
58.0,18.08,11.2,0.69
67.93,17.3,11.3,0.74
59.07,20.39,11.3,0.79
64.67,20.57,11.4,1.24
61.25,16.43,11.5,0.57
65.88,19.88,11.6,0.87
57.75,18.63,11.7,0.8
64.89,9.97,11.9,0.6
63.5,15.25,11.9,0.75
68.35,16.34,11.9,1.07
65.0,12.06,12.0,0.9
58.8,17.68,12.0,0.85
57.3,18.45,12.0,1.0
58.84,17.68,12.0,0.63
63.5,15.25,12.0,1.2
57.3,18.45,12.0,1.6
67.17,19.17,12.1,1.3
60.98,23.07,12.3,1.89
65.0,10.8,12.4,0.99
59.9,23.8,12.4,1.68
65.89,19.88,12.5,2.0
58.67,17.79,12.5,0.54
64.9,10.0,12.6,0.83
66.42,16.0,12.7,1.4
59.14,18.36,12.7,0.75
60.5,22.33,12.7,1.78
65.71,13.0,12.8,0.86
68.75,15.38,12.9,0.62
64.98,10.09,12.9,0.86
58.0,18.08,13.0,1.18
63.5,15.25,13.0,0.98
57.26,18.5,13.0,1.06
62.0,16.03,13.1,0.65
63.55,21.18,13.1,1.2
62.8,15.64,13.2,0.9
64.25,14.83,13.2,1.2
56.5,16.42,13.3,0.8
67.57,18.27,13.3,0.84
68.75,15.36,13.4,0.8
65.0,13.25,13.4,1.3
58.17,18.77,13.4,1.4
68.35,16.35,13.5,0.5
59.82,17.18,13.6,1.25
64.98,14.47,13.6,0.77
67.57,18.27,13.8,1.0
67.93,17.29,13.9,1.2
59.0,19.0,14.1,0.7
66.88,14.92,14.1,0.6
57.3,18.5,14.3,1.4
62.0,16.03,14.4,0.9
60.5,16.8,14.4,1.1
61.25,16.43,14.7,0.8
57.3,18.45,15.0,2.01
67.17,19.17,16.0,0.7
67.16,19.17,16.0,2.4
62.77,15.63,16.2,1.1
57.3,18.5,16.3,0.76
67.57,18.28,17.0,0.5
58.8,17.68,18.0,0.78
57.26,18.5,18.1,1.05
58.0,18.08,19.0,0.83
57.3,18.45,19.0,1.0
65.0,14.45,20.0,1.2
65.0,14.45,20.0,1.0
58.59,18.88,20.4,0.77
59.77,17.18,20.4,0.75
64.67,20.57,20.8,1.2
63.55,21.18,20.8,0.91
62.0,16.03,20.9,0.99
59.0,19.0,21.0,1.1
59.0,19.0,21.1,0.79
61.25,16.43,21.2,0.59
57.3,18.5,21.2,0.83
65.88,19.88,21.2,0.86
57.75,18.63,21.2,0.89
60.5,16.8,21.2,0.79
61.17,22.47,21.3,0.94
62.4,21.83,21.3,1.11
64.89,9.97,21.3,0.7
65.0,12.06,21.3,0.9
59.88,22.39,21.4,1.95
67.16,19.2,21.5,0.83
58.14,18.26,21.5,1.4
65.0,10.8,21.6,1.15
63.5,15.25,21.6,1.0
58.0,18.08,21.6,0.86
68.35,16.34,21.8,0.98
58.84,17.68,21.8,0.68
67.17,19.17,21.8,1.51
59.9,23.8,22.1,1.9
59.07,20.39,22.2,0.69
58.67,17.79,22.5,0.52
62.0,16.03,22.5,0.9
64.9,10.0,22.6,0.92
63.55,21.18,22.7,1.35
60.5,22.33,22.7,1.6
59.14,18.36,22.8,0.52
64.98,10.09,22.8,0.87
64.98,14.47,22.8,0.79
66.42,16.0,22.8,1.35
68.75,15.38,22.9,0.59
65.89,19.88,23.0,1.7
57.3,18.45,23.0,1.88
57.26,18.5,23.1,1.07
65.71,13.0,23.1,0.91
62.0,16.03,23.1,0.65
59.25,23.91,23.1,2.37
58.17,24.33,23.1,7.89
63.5,15.25,23.2,0.92
59.82,17.18,23.3,1.12
67.57,18.27,23.3,0.74
62.8,15.64,23.3,1.0
61.62,22.53,23.4,0.95
56.5,16.42,23.4,0.76
59.88,22.38,23.4,3.1
58.17,18.77,23.5,1.6
64.25,14.83,23.5,1.0
68.35,16.35,23.7,0.6
65.0,13.25,23.8,1.5
57.3,18.5,23.8,1.4
60.5,16.8,24.0,1.3
66.88,14.92,24.3,0.6
61.25,16.43,24.4,0.7
64.66,20.55,26.0,1.0
67.16,19.17,26.0,1.7
58.8,17.68,26.0,0.77
57.26,18.5,27.9,1.0
57.3,18.45,28.0,1.0
58.0,18.08,29.0,0.96
65.0,14.45,30.0,1.3
63.55,21.18,30.1,1.41
62.4,21.83,30.6,1.12
60.5,16.8,30.6,0.83
65.0,12.06,30.8,1.0
65.0,14.45,30.8,1.21
57.3,18.5,30.9,0.85
61.17,22.47,30.9,1.34
67.17,19.17,31.0,0.4
59.77,17.18,31.0,0.72
59.0,19.0,31.0,0.92
67.16,19.2,31.0,1.01
59.0,19.0,31.0,0.9
62.0,16.03,31.1,0.88
58.59,18.88,31.2,0.63
64.67,20.57,31.3,1.36
57.75,18.63,31.4,1.15
64.89,9.97,31.5,0.5
58.84,17.68,31.5,0.89
58.0,18.08,31.5,0.71
63.5,15.25,31.6,0.9
58.14,18.26,31.7,1.4
61.25,16.43,31.7,0.81
67.17,19.17,31.9,1.38
57.3,18.45,32.0,1.3
58.8,17.68,32.0,0.75
65.0,10.8,32.1,1.24
63.5,15.25,32.1,0.66
65.88,19.88,32.1,1.1
59.88,22.39,32.2,2.19
65.0,12.07,32.2,0.95
64.9,10.0,32.2,0.76
60.98,23.07,32.3,1.59
59.07,20.39,32.3,0.76
59.9,23.8,32.4,2.68
60.5,22.33,32.4,1.63
58.67,17.79,32.4,0.62
64.98,10.09,32.6,0.77
64.25,14.83,32.6,1.3
58.17,24.33,32.7,6.67
59.14,18.36,32.8,0.63
63.55,21.18,32.8,1.34
65.89,19.88,32.9,1.1
65.71,13.0,33.0,0.88
63.5,15.25,33.0,0.85
62.0,16.03,33.0,1.0
57.26,18.5,33.0,1.01
64.98,14.47,33.0,0.96
59.82,17.18,33.1,1.18
61.62,22.53,33.1,1.03
59.25,23.91,33.1,2.82
59.88,22.38,33.2,3.33
67.57,18.27,33.2,0.8
68.75,15.38,33.2,1.04
62.0,16.03,33.2,0.64
58.17,18.77,33.3,1.7
56.5,16.42,33.4,0.91
62.8,15.64,33.4,1.1
65.0,13.25,33.5,1.4
57.3,18.5,33.5,1.4
59.0,19.0,33.8,1.3
67.93,17.29,33.8,1.2
60.5,16.8,33.9,1.4
67.57,18.28,34.0,0.6
68.75,15.36,34.0,0.6
67.57,18.27,34.4,0.9
68.35,16.35,34.4,0.6
65.0,14.45,34.6,1.6
66.88,14.92,34.7,0.5
61.25,16.43,34.8,0.8
58.0,18.08,35.0,1.64
57.3,18.45,36.0,1.63
62.77,15.63,36.3,1.05
67.16,19.17,37.0,2.0
59.0,19.0,37.0,1.0
57.26,18.5,37.8,1.32
57.3,18.45,38.0,1.4
67.17,19.17,39.0,0.5
61.25,16.43,39.1,0.7
60.5,16.8,40.0,0.73
64.66,20.55,40.0,1.1
62.0,16.0,40.0,0.8
62.0,16.0,40.0,1.0
63.55,21.18,40.1,1.56
59.77,17.18,40.2,0.73
62.4,21.83,40.6,1.19
67.57,18.28,41.0,0.6
67.16,19.2,41.0,0.92
59.0,19.0,41.1,0.97
57.3,18.5,41.1,1.05
64.67,20.57,41.2,1.36
68.35,16.34,41.2,1.14
58.84,17.68,41.3,0.78
61.17,22.47,41.4,1.49
58.0,18.08,41.5,0.84
65.0,10.8,41.5,0.8
65.0,12.06,41.6,0.9
58.59,18.88,41.7,0.72
64.9,10.0,41.8,0.76
67.17,19.17,41.9,1.34
60.98,23.07,42.1,2.06
62.0,16.03,42.1,0.93
58.67,17.79,42.2,0.54
67.93,17.3,42.2,0.67
59.07,20.39,42.2,0.83
58.17,24.33,42.2,4.9
59.9,23.8,42.3,2.36
59.88,22.39,42.3,3.66
60.5,22.33,42.5,1.54
66.42,16.0,42.6,1.21
68.75,15.38,42.6,1.13
64.98,10.09,42.7,0.89
65.71,13.0,42.7,0.8
62.0,16.03,42.8,1.0
57.26,18.5,42.8,1.45
59.14,18.36,42.8,0.44
59.82,17.18,42.9,1.16
62.0,16.03,43.0,0.66
63.5,15.25,43.0,1.06
58.17,18.77,43.0,1.6
61.62,22.53,43.0,1.01
67.57,18.27,43.1,0.71
57.3,18.5,43.3,1.5
59.88,22.38,43.3,3.04
56.5,16.42,43.4,0.87
64.98,14.47,43.4,1.04
68.35,16.35,43.5,0.6
65.0,13.25,43.5,1.3
67.93,17.29,43.7,1.2
67.16,19.17,43.7,2.4
60.5,16.8,43.7,1.6
62.8,15.64,43.8,1.0
59.0,19.0,44.0,1.7
66.88,14.92,44.4,0.6
67.57,18.27,44.5,0.9
61.25,16.43,44.5,1.2
65.0,12.07,44.8,0.99
65.0,14.45,45.0,1.4
65.0,14.45,45.0,1.1
65.0,14.45,45.3,1.4
58.8,17.68,47.0,0.83
62.77,15.63,47.8,0.9
57.3,18.45,49.0,1.1
63.5,15.25,49.6,0.51
59.77,17.18,49.7,0.82
59.0,19.0,50.0,1.2
63.55,21.18,50.1,2.29
65.0,14.45,50.2,1.11
67.16,19.2,50.6,1.01
61.25,16.43,50.7,0.93
57.3,18.5,50.8,1.56
58.59,18.88,50.9,0.74
64.9,10.0,51.0,0.64
62.4,21.83,51.0,1.25
64.67,20.57,51.1,1.25
64.89,9.97,51.3,0.6
62.0,16.03,51.3,0.95
59.0,19.0,51.4,1.19
61.17,22.47,51.4,1.21
57.75,18.63,51.5,1.29
58.0,18.08,51.6,0.84
58.84,17.68,51.9,0.96
65.0,12.06,51.9,0.8
67.17,19.17,52.0,1.45
58.0,18.08,52.0,1.25
67.16,19.17,52.0,2.0
60.5,16.8,52.1,0.73
60.98,23.07,52.1,1.72
59.9,23.8,52.1,2.58
59.88,22.39,52.2,2.92
59.07,20.39,52.3,1.02
65.89,19.88,52.3,1.5
60.5,22.33,52.4,2.31
58.17,18.77,52.4,1.4
66.42,16.0,52.5,1.33
59.14,18.36,52.5,0.46
58.67,17.79,52.5,0.54
62.0,16.03,52.6,0.73
59.25,23.91,52.7,2.69
65.0,10.8,52.7,0.85
